origin,destination,departure_date,return_date,airline,cabin_class,adults,children,infants,stops,trip_type,currency,flight_duration_minutes,departure_hour,arrival_hour,price,price_usd
LHR,BLR,2027-04-23,,MH,BUSINESS,1,0,0,1,ONE_WAY,AED,418,0,6,1827.34,497.04
PNQ,BKK,2026-09-13,,PR,PREMIUM_ECONOMY,4,0,0,0,ONE_WAY,EUR,535,23,7,3702.94,3999.18
ORD,SIN,2027-06-20,2027-07-08,6E,ECONOMY,1,0,1,0,ROUND_TRIP,AUD,157,5,7,2262.05,1470.33
SFO,ICN,2026-11-27,2026-12-23,GA,ECONOMY,3,1,0,1,ROUND_TRIP,EUR,359,8,13,5017.02,5418.38
MEL,AUH,2027-01-25,2027-02-05,LH,ECONOMY,1,0,0,1,ROUND_TRIP,AED,472,14,21,2182.94,593.76
ORD,NRT,2026-09-13,2026-10-12,IB,BUSINESS,4,0,0,2,ROUND_TRIP,SGD,238,22,1,14024.72,10378.29
AUH,ORD,2027-03-07,,SQ,PREMIUM_ECONOMY,3,0,0,0,ONE_WAY,EUR,383,0,6,5561.46,6006.38
AMD,MNL,2026-09-06,2026-09-18,GF,BUSINESS,4,0,0,1,ROUND_TRIP,USD,412,3,9,8455.0,8455.0
MIA,HKG,2027-08-10,,IB,ECONOMY,1,2,0,1,ONE_WAY,AUD,514,23,7,2476.91,1609.99
KUL,AMD,2027-04-05,2027-04-13,IB,ECONOMY,1,1,0,2,ROUND_TRIP,USD,587,18,3,2480.88,2480.88
MAD,MCT,2027-03-26,,AA,ECONOMY,1,0,1,0,ONE_WAY,AED,149,1,3,1086.06,295.41
LAX,FCO,2026-12-31,,QR,FIRST,1,0,0,2,ONE_WAY,AUD,595,15,0,8419.28,5472.53
MAD,MIA,2026-10-08,,IB,FIRST,1,0,0,0,ONE_WAY,AUD,604,10,20,3782.09,2458.36
LAX,HYD,2026-09-30,,TG,BUSINESS,1,1,0,1,ONE_WAY,USD,160,4,6,3549.24,3549.24
SIN,DFW,2027-07-01,2027-07-24,IB,ECONOMY,1,0,0,0,ROUND_TRIP,USD,516,3,11,1079.93,1079.93
SFO,DPS,2027-07-20,,WY,ECONOMY,4,1,1,1,ONE_WAY,USD,314,0,5,4447.99,4447.99
NRT,HYD,2027-07-14,,BA,ECONOMY,2,0,0,2,ONE_WAY,USD,313,17,22,1287.42,1287.42
MAD,ORD,2027-02-17,,BA,BUSINESS,1,0,1,0,ONE_WAY,USD,568,15,0,2219.87,2219.87
ORD,HYD,2027-06-10,,UA,ECONOMY,1,0,0,2,ONE_WAY,INR,328,18,23,874.38,10.49
ICN,SIN,2026-08-31,2026-09-15,SQ,ECONOMY,2,1,0,1,ROUND_TRIP,EUR,243,20,0,7603.47,8211.75
ORD,CCU,2027-04-14,2027-05-03,LX,BUSINESS,1,2,0,1,ROUND_TRIP,AED,681,8,19,10489.41,2853.12
JFK,MCT,2027-07-10,,SG,BUSINESS,1,1,0,0,ONE_WAY,INR,503,0,8,6477.18,77.73
SIN,DOH,2027-08-07,,UK,ECONOMY,1,0,0,0,ONE_WAY,INR,653,13,23,832.65,9.99
JFK,CDG,2027-05-02,,IX,BUSINESS,1,1,0,1,ONE_WAY,GBP,423,3,10,4092.23,5197.13
AMD,KWI,2027-07-17,,DL,PREMIUM_ECONOMY,1,1,0,2,ONE_WAY,EUR,618,8,18,886.49,957.41
BKK,FCO,2027-05-04,2027-05-10,UA,PREMIUM_ECONOMY,3,1,0,2,ROUND_TRIP,GBP,433,15,22,5084.54,6457.37
DEL,ICN,2026-09-04,,AI,ECONOMY,3,0,0,2,ONE_WAY,EUR,643,17,3,3551.23,3835.33
AMS,BOM,2026-09-07,2026-09-20,EY,ECONOMY,4,0,0,1,ROUND_TRIP,USD,371,12,18,3238.07,3238.07
NRT,SIN,2027-06-01,2027-06-13,DL,ECONOMY,2,2,0,1,ROUND_TRIP,SGD,553,13,22,5403.17,3998.35
DXB,MAA,2026-10-11,2026-10-18,EK,BUSINESS,4,1,0,0,ROUND_TRIP,AED,362,22,4,27792.27,7559.5
NRT,BAH,2027-06-09,,AF,BUSINESS,1,0,0,1,ONE_WAY,INR,587,22,7,3781.42,45.38
ZRH,MAA,2027-02-19,2027-03-07,EK,ECONOMY,1,0,0,1,ROUND_TRIP,USD,462,21,4,1866.95,1866.95
PNQ,SIN,2027-02-06,2027-03-08,AF,ECONOMY,2,0,0,1,ROUND_TRIP,AED,337,1,6,4128.84,1123.04
CDG,NRT,2027-08-10,,DL,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,GBP,593,18,3,881.11,1119.01
DXB,AUH,2026-12-22,2026-12-28,QR,ECONOMY,3,2,0,1,ROUND_TRIP,AUD,389,5,11,4236.43,2753.68
AMD,LHR,2027-04-29,,TG,BUSINESS,2,0,0,0,ONE_WAY,INR,491,23,7,6421.96,77.06
BAH,DPS,2027-07-25,2027-08-17,QR,ECONOMY,1,0,1,1,ROUND_TRIP,EUR,629,15,1,2757.39,2977.98
NRT,LAX,2026-11-13,,DL,ECONOMY,1,0,0,1,ONE_WAY,EUR,322,11,16,669.68,723.25
AUH,CGK,2026-12-22,,KL,PREMIUM_ECONOMY,1,1,0,0,ONE_WAY,EUR,502,3,11,1088.7,1175.8
MCT,ORD,2026-10-21,,BA,PREMIUM_ECONOMY,2,2,0,2,ONE_WAY,EUR,613,16,2,1699.68,1835.65
CCU,BOM,2026-12-28,,KL,ECONOMY,1,1,0,1,ONE_WAY,AED,479,14,21,1479.22,402.35
ORD,MCT,2026-12-14,2027-01-09,WY,ECONOMY,2,0,0,0,ROUND_TRIP,GBP,510,22,6,4078.83,5180.11
SIN,CGK,2026-10-22,2026-11-18,DL,PREMIUM_ECONOMY,1,1,0,1,ROUND_TRIP,EUR,736,1,13,5976.61,6454.74
AMD,CCU,2027-03-03,,TG,BUSINESS,2,0,0,1,ONE_WAY,EUR,239,0,3,3290.92,3554.19
CGK,MNL,2027-06-12,2027-06-22,WN,BUSINESS,4,2,0,0,ROUND_TRIP,USD,405,19,1,27825.36,27825.36
DXB,AMS,2027-02-03,2027-02-07,IX,ECONOMY,2,0,0,1,ROUND_TRIP,EUR,296,5,9,3117.92,3367.35
LAX,KWI,2026-12-09,2026-12-30,SG,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,122,12,14,1515.33,1636.56
ICN,MNL,2027-01-30,2027-02-24,UA,BUSINESS,2,1,0,0,ROUND_TRIP,USD,231,20,23,8428.76,8428.76
CDG,DFW,2026-12-17,2027-01-10,TG,ECONOMY,1,1,0,2,ROUND_TRIP,EUR,399,18,0,2300.45,2484.49
NRT,JFK,2027-08-13,2027-09-06,QR,ECONOMY,4,0,0,2,ROUND_TRIP,USD,605,22,8,3494.27,3494.27
SFO,KUL,2027-03-14,2027-04-09,SQ,ECONOMY,4,0,0,0,ROUND_TRIP,USD,556,2,11,8063.61,8063.61
LHR,DPS,2027-08-13,,BA,PREMIUM_ECONOMY,4,0,0,0,ONE_WAY,GBP,456,17,0,11618.19,14755.1
JFK,BLR,2027-06-08,,SG,PREMIUM_ECONOMY,2,0,0,1,ONE_WAY,EUR,759,12,0,1915.11,2068.32
LAX,MAD,2027-07-03,2027-07-10,PR,FIRST,2,0,0,1,ROUND_TRIP,AED,376,4,10,19831.25,5394.1
PNQ,BOM,2026-09-26,,AI,ECONOMY,1,0,0,0,ONE_WAY,EUR,403,10,16,1113.76,1202.86
ZRH,LAX,2027-07-23,2027-08-20,UK,ECONOMY,1,0,0,1,ROUND_TRIP,INR,255,0,4,866.5,10.4
FRA,ORD,2027-08-03,2027-08-24,AA,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,USD,197,12,15,5292.04,5292.04
LAX,DXB,2026-11-01,,WN,ECONOMY,4,0,0,1,ONE_WAY,AED,525,23,7,1501.05,408.29
FRA,MCT,2026-11-30,,PR,BUSINESS,1,0,0,1,ONE_WAY,SGD,364,8,14,4230.71,3130.73
DXB,MIA,2027-03-26,2027-04-17,PR,ECONOMY,1,0,0,1,ROUND_TRIP,USD,149,2,4,2070.69,2070.69
MAA,BAH,2027-03-03,2027-03-18,AA,ECONOMY,2,0,0,1,ROUND_TRIP,USD,489,22,6,3292.88,3292.88
MNL,AMS,2026-12-09,2026-12-23,LX,ECONOMY,1,0,1,0,ROUND_TRIP,AED,237,12,15,952.98,259.21
BLR,LHR,2027-01-27,,IX,ECONOMY,3,0,0,2,ONE_WAY,SGD,385,17,23,2761.14,2043.24
DFW,HKG,2027-08-01,,EY,ECONOMY,2,1,0,0,ONE_WAY,SGD,185,7,10,1030.27,762.4
DFW,AMS,2027-06-21,2027-06-30,GA,ECONOMY,1,0,0,1,ROUND_TRIP,SGD,743,21,9,2351.26,1739.93
CDG,AMD,2026-09-02,,PR,ECONOMY,1,0,0,0,ONE_WAY,SGD,642,18,4,884.13,654.26
JFK,SFO,2026-09-10,,AF,ECONOMY,1,0,1,1,ONE_WAY,GBP,485,11,19,507.23,644.18
MAA,MIA,2027-01-14,,WY,ECONOMY,4,1,0,0,ONE_WAY,AED,564,16,1,4762.14,1295.3
ORD,BAH,2027-07-01,2027-07-09,MH,PREMIUM_ECONOMY,2,0,0,0,ROUND_TRIP,AUD,350,19,0,2561.54,1665.0
DPS,ICN,2027-04-13,,AF,ECONOMY,1,0,0,1,ONE_WAY,USD,496,2,10,699.32,699.32
DFW,AMD,2026-12-03,,BA,ECONOMY,4,0,0,1,ONE_WAY,AUD,254,22,2,1517.03,986.07
AMD,LHR,2027-05-20,2027-06-19,IX,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,569,17,2,1653.79,1786.09
CCU,AUH,2027-03-13,,GA,PREMIUM_ECONOMY,2,0,0,1,ONE_WAY,USD,655,2,12,2016.94,2016.94
SIN,ORD,2027-04-22,,BA,ECONOMY,1,1,0,0,ONE_WAY,USD,235,21,0,2555.29,2555.29
BAH,DEL,2026-10-26,,TG,ECONOMY,2,0,0,0,ONE_WAY,INR,548,17,2,979.25,11.75
BKK,ICN,2026-11-02,,WN,ECONOMY,1,2,0,0,ONE_WAY,AED,105,13,14,1186.55,322.74
MNL,AMS,2026-10-15,,KL,ECONOMY,2,1,0,1,ONE_WAY,USD,357,17,22,876.26,876.26
LAX,BLR,2026-08-27,2026-09-22,AA,ECONOMY,1,0,1,0,ROUND_TRIP,EUR,566,21,6,3605.33,3893.76
ZRH,ICN,2026-12-25,2027-01-05,AI,ECONOMY,3,1,0,1,ROUND_TRIP,GBP,282,15,19,6743.24,8563.91
CCU,LHR,2027-02-28,2027-03-27,IB,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,329,10,15,1492.45,1611.85
BKK,KUL,2027-08-03,,WY,PREMIUM_ECONOMY,4,0,0,0,ONE_WAY,USD,181,13,16,2709.04,2709.04
DOH,NRT,2026-12-17,,UK,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,USD,363,9,15,943.47,943.47
PNQ,FCO,2027-07-08,2027-07-29,AI,ECONOMY,1,0,0,2,ROUND_TRIP,USD,409,13,19,1394.79,1394.79
MAA,MAD,2027-01-23,,LH,BUSINESS,4,0,0,1,ONE_WAY,USD,706,18,5,6962.68,6962.68
FCO,HKG,2027-01-14,,GA,ECONOMY,1,0,0,1,ONE_WAY,USD,766,16,4,1243.2,1243.2
LAX,DFW,2027-06-17,,IB,ECONOMY,2,2,0,1,ONE_WAY,GBP,660,12,23,1665.34,2114.98
MEL,ZRH,2027-04-30,,EK,ECONOMY,1,0,0,0,ONE_WAY,EUR,262,8,12,573.83,619.74
KUL,BKK,2027-05-06,2027-05-24,LH,ECONOMY,3,0,0,1,ROUND_TRIP,INR,235,10,13,5152.79,61.83
ICN,LHR,2027-01-07,2027-01-21,IX,PREMIUM_ECONOMY,2,2,0,0,ROUND_TRIP,USD,571,23,8,10082.77,10082.77
BKK,LHR,2026-11-16,,AF,ECONOMY,2,0,0,0,ONE_WAY,USD,446,9,16,2273.62,2273.62
CGK,AMD,2026-11-25,,IX,ECONOMY,3,1,0,0,ONE_WAY,SGD,305,11,16,3717.97,2751.3
BAH,DFW,2026-11-02,,WN,BUSINESS,2,0,0,2,ONE_WAY,AED,592,16,1,5378.92,1463.07
MIA,DEL,2027-08-08,,AA,ECONOMY,2,0,0,0,ONE_WAY,GBP,251,15,19,1685.55,2140.65
KUL,SIN,2027-02-27,2027-03-15,QR,ECONOMY,2,1,0,2,ROUND_TRIP,EUR,704,0,11,3949.8,4265.78
MNL,NRT,2027-07-18,2027-07-22,BA,BUSINESS,2,0,0,2,ROUND_TRIP,INR,825,14,3,19098.63,229.18
DXB,SFO,2027-03-28,2027-04-19,EK,BUSINESS,4,1,0,0,ROUND_TRIP,INR,389,7,13,33714.12,404.57
MIA,LAX,2027-02-09,,IX,ECONOMY,1,0,0,0,ONE_WAY,USD,624,13,23,405.04,405.04
PNQ,MAA,2027-07-06,,IB,ECONOMY,2,1,0,0,ONE_WAY,EUR,613,10,20,1660.66,1793.51
SYD,KUL,2027-05-22,,TG,ECONOMY,1,0,0,0,ONE_WAY,EUR,181,0,3,649.43,701.38
BAH,SFO,2027-08-06,,BA,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,EUR,390,0,6,2861.2,3090.1
HYD,SIN,2026-08-28,,WN,ECONOMY,2,0,0,1,ONE_WAY,INR,156,5,7,1731.47,20.78
NRT,JFK,2027-01-19,2027-01-24,QR,ECONOMY,1,0,1,1,ROUND_TRIP,EUR,493,7,15,1089.86,1177.05
SIN,BAH,2026-11-26,2026-12-26,DL,ECONOMY,1,0,0,2,ROUND_TRIP,USD,395,13,19,1444.48,1444.48
NRT,PNQ,2027-02-20,,KL,ECONOMY,1,0,1,1,ONE_WAY,USD,431,11,18,480.41,480.41
ZRH,MAD,2027-02-11,,UK,BUSINESS,2,1,0,1,ONE_WAY,INR,310,0,5,5951.68,71.42
HYD,BAH,2027-01-24,2027-02-21,BA,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,EUR,654,10,20,2551.72,2755.86
MNL,NRT,2027-01-07,2027-01-12,GF,BUSINESS,1,0,0,0,ROUND_TRIP,GBP,615,11,21,7759.03,9853.97
KUL,FCO,2027-02-05,,DL,ECONOMY,2,0,0,0,ONE_WAY,USD,104,20,21,1503.48,1503.48
CCU,CDG,2027-02-01,2027-02-21,SQ,ECONOMY,2,0,0,1,ROUND_TRIP,EUR,700,9,20,2529.25,2731.59
SYD,DXB,2027-06-20,,IX,PREMIUM_ECONOMY,2,0,1,0,ONE_WAY,AED,60,9,10,1892.53,514.77
LAX,NRT,2026-11-06,,6E,BUSINESS,1,0,0,0,ONE_WAY,GBP,190,9,12,2040.46,2591.38
ZRH,NRT,2027-07-09,,GA,ECONOMY,1,0,0,0,ONE_WAY,INR,349,21,2,1459.55,17.51
SFO,MIA,2027-08-12,2027-09-01,MH,ECONOMY,2,0,0,2,ROUND_TRIP,INR,287,0,4,2249.59,27.0
SYD,ICN,2027-03-26,2027-03-30,GA,ECONOMY,1,0,0,0,ROUND_TRIP,INR,176,18,20,1249.75,15.0
MAA,HKG,2026-12-06,,AI,FIRST,1,0,0,1,ONE_WAY,USD,712,0,11,3551.76,3551.76
ICN,MAD,2027-03-11,2027-03-26,AF,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,EUR,273,4,8,2969.99,3207.59
LAX,LHR,2027-06-09,,KL,ECONOMY,1,0,0,1,ONE_WAY,EUR,276,11,15,814.36,879.51
MNL,FCO,2026-12-10,,LX,ECONOMY,2,0,0,0,ONE_WAY,USD,350,20,1,3534.18,3534.18
MNL,AMD,2027-03-31,,KL,ECONOMY,4,0,0,1,ONE_WAY,USD,576,2,11,2801.53,2801.53
SFO,JFK,2027-04-27,,6E,BUSINESS,1,0,1,1,ONE_WAY,USD,678,23,10,1180.87,1180.87
SFO,MAD,2027-04-08,,GA,FIRST,3,1,0,0,ONE_WAY,GBP,384,17,23,15425.69,19590.63
FRA,NRT,2027-01-27,,LX,BUSINESS,3,1,0,1,ONE_WAY,GBP,384,23,5,14033.48,17822.52
CGK,SFO,2026-08-15,,AI,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,GBP,441,5,12,3206.19,4071.86
PNQ,MCT,2026-10-31,,LH,ECONOMY,1,0,0,2,ONE_WAY,USD,334,2,7,767.37,767.37
ORD,LAX,2027-04-17,2027-04-30,SG,BUSINESS,4,1,0,1,ROUND_TRIP,USD,448,0,7,11881.29,11881.29
MIA,SYD,2027-04-12,,AA,PREMIUM_ECONOMY,3,2,0,1,ONE_WAY,USD,290,2,6,7920.08,7920.08
HYD,BAH,2026-12-18,,TG,PREMIUM_ECONOMY,2,0,0,0,ONE_WAY,SGD,561,7,16,1710.13,1265.5
SFO,DXB,2026-10-16,2026-11-06,IB,ECONOMY,1,0,1,1,ROUND_TRIP,EUR,398,20,2,1629.76,1760.14
BKK,CGK,2027-03-15,2027-04-02,PR,ECONOMY,1,0,0,0,ROUND_TRIP,AUD,235,11,14,792.48,515.11
MNL,DOH,2027-01-30,,GA,BUSINESS,2,0,0,2,ONE_WAY,EUR,391,7,13,5725.23,6183.25
HKG,MCT,2027-04-01,,PR,ECONOMY,3,1,0,0,ONE_WAY,USD,352,19,0,1871.13,1871.13
JFK,CDG,2027-07-20,,GF,ECONOMY,1,0,0,1,ONE_WAY,GBP,429,23,6,869.3,1104.01
MIA,AMS,2027-05-11,,UA,BUSINESS,2,1,0,0,ONE_WAY,EUR,139,22,0,7589.84,8197.03
ORD,BAH,2027-04-19,,SG,ECONOMY,3,0,0,0,ONE_WAY,AED,350,7,12,810.86,220.55
DPS,CCU,2027-01-09,2027-01-24,AI,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,USD,70,1,2,1103.76,1103.76
AUH,SIN,2027-02-02,,SQ,ECONOMY,1,0,0,2,ONE_WAY,AED,510,3,11,1307.72,355.7
AUH,BKK,2026-08-30,2026-09-04,SQ,ECONOMY,1,0,0,1,ROUND_TRIP,USD,297,10,14,781.55,781.55
CGK,HKG,2027-02-11,,SQ,ECONOMY,2,0,1,1,ONE_WAY,GBP,637,5,15,821.94,1043.86
SFO,ORD,2026-10-11,,6E,FIRST,2,0,0,2,ONE_WAY,EUR,426,9,16,1878.85,2029.16
BKK,LHR,2026-11-21,,LX,FIRST,1,2,0,1,ONE_WAY,GBP,506,19,3,10501.82,13337.31
BOM,MAA,2027-07-13,2027-07-25,BA,BUSINESS,1,0,0,0,ROUND_TRIP,USD,659,15,1,11825.13,11825.13
HKG,ZRH,2027-05-13,,SQ,ECONOMY,2,0,0,1,ONE_WAY,EUR,289,3,7,3002.81,3243.03
MCT,KWI,2027-07-26,2027-08-05,IX,ECONOMY,2,0,0,1,ROUND_TRIP,USD,394,17,23,903.46,903.46
MAD,HKG,2027-04-03,,PR,BUSINESS,2,0,0,1,ONE_WAY,GBP,190,17,20,8068.21,10246.63
MEL,KWI,2027-02-09,2027-02-23,GA,FIRST,1,0,0,1,ROUND_TRIP,USD,224,20,23,8967.69,8967.69
ORD,BOM,2027-04-08,,WY,BUSINESS,1,0,0,1,ONE_WAY,USD,632,1,11,1675.68,1675.68
PNQ,KUL,2026-11-20,2026-11-29,IX,ECONOMY,2,2,0,0,ROUND_TRIP,INR,312,7,12,1342.84,16.11
ORD,SIN,2026-11-28,,DL,ECONOMY,1,0,0,1,ONE_WAY,USD,228,10,13,1395.01,1395.01
DOH,BAH,2026-12-08,2026-12-18,AF,ECONOMY,1,0,0,0,ROUND_TRIP,USD,457,3,10,3416.0,3416.0
AMD,FCO,2027-06-08,2027-06-20,6E,BUSINESS,1,0,0,0,ROUND_TRIP,USD,193,10,13,3100.79,3100.79
JFK,PNQ,2027-01-31,2027-02-16,WN,PREMIUM_ECONOMY,1,1,0,1,ROUND_TRIP,USD,587,14,23,4030.2,4030.2
LHR,ORD,2026-12-27,2027-01-02,EK,BUSINESS,1,0,0,0,ROUND_TRIP,USD,345,7,12,8642.47,8642.47
KWI,ICN,2026-11-07,2026-11-16,PR,ECONOMY,1,1,0,0,ROUND_TRIP,USD,417,11,17,3502.32,3502.32
BKK,KUL,2027-04-24,2027-05-24,IB,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,181,21,0,738.42,797.49
MNL,LAX,2027-05-09,,EK,ECONOMY,4,0,0,1,ONE_WAY,EUR,422,19,2,1426.03,1540.11
PNQ,SFO,2026-11-05,,GA,ECONOMY,1,1,0,0,ONE_WAY,EUR,300,23,4,481.64,520.17
HKG,FCO,2027-04-11,2027-05-10,LH,BUSINESS,1,0,0,0,ROUND_TRIP,EUR,110,22,23,8122.16,8771.93
CCU,DPS,2026-08-16,,AI,PREMIUM_ECONOMY,3,0,0,0,ONE_WAY,USD,193,6,9,7453.52,7453.52
CCU,HKG,2026-10-17,,AF,BUSINESS,1,0,0,0,ONE_WAY,USD,479,14,21,2625.55,2625.55
ICN,LHR,2027-04-11,,SG,PREMIUM_ECONOMY,1,0,1,2,ONE_WAY,INR,739,18,6,1290.14,15.48
FRA,DEL,2027-03-06,,AI,ECONOMY,2,1,0,2,ONE_WAY,INR,416,23,5,2462.45,29.55
BKK,MEL,2027-07-18,,IX,BUSINESS,1,0,0,0,ONE_WAY,EUR,368,22,4,1148.08,1239.93
CGK,ZRH,2026-09-14,2026-10-07,GF,PREMIUM_ECONOMY,3,0,0,2,ROUND_TRIP,USD,695,13,0,6020.6,6020.6
MAD,DXB,2027-06-15,,GA,ECONOMY,1,0,0,2,ONE_WAY,AED,578,11,20,888.95,241.79
AUH,FRA,2026-11-18,,WY,BUSINESS,1,1,0,0,ONE_WAY,USD,517,7,15,2990.29,2990.29
SIN,AMS,2026-12-01,,DL,BUSINESS,1,1,0,1,ONE_WAY,USD,240,15,19,8073.67,8073.67
MAD,BKK,2026-09-06,,GA,BUSINESS,2,2,0,1,ONE_WAY,USD,476,20,3,6131.77,6131.77
ICN,SIN,2026-08-21,2026-09-01,DL,BUSINESS,1,0,0,1,ROUND_TRIP,EUR,276,3,7,9479.48,10237.84
AMS,FCO,2027-06-21,,LX,ECONOMY,2,0,0,1,ONE_WAY,USD,273,15,19,2354.29,2354.29
SIN,MNL,2027-08-08,,6E,ECONOMY,1,2,0,0,ONE_WAY,INR,147,15,17,1195.63,14.35
DEL,DPS,2026-12-29,,EY,ECONOMY,2,0,0,1,ONE_WAY,INR,301,20,1,2645.1,31.74
LAX,DOH,2027-04-28,2027-05-03,DL,ECONOMY,1,0,0,1,ROUND_TRIP,GBP,212,16,19,1336.74,1697.66
MIA,NRT,2027-07-05,,6E,ECONOMY,2,1,0,1,ONE_WAY,AED,633,3,13,2064.66,561.59
LAX,AMS,2027-05-03,2027-05-26,6E,BUSINESS,2,2,0,1,ROUND_TRIP,AED,699,19,6,7119.28,1936.44
BLR,SFO,2027-06-18,,AA,BUSINESS,4,1,0,1,ONE_WAY,USD,766,4,16,18940.4,18940.4
SYD,AUH,2026-08-15,,PR,BUSINESS,1,0,0,0,ONE_WAY,USD,353,22,3,8007.63,8007.63
LAX,BKK,2027-04-25,2027-05-18,UK,ECONOMY,4,0,0,1,ROUND_TRIP,GBP,268,22,2,6320.26,8026.73
BAH,AUH,2027-01-19,,EY,ECONOMY,3,0,0,1,ONE_WAY,GBP,555,23,8,2341.59,2973.82
HYD,KUL,2026-10-26,,WN,ECONOMY,2,0,0,1,ONE_WAY,USD,573,10,19,1112.87,1112.87
JFK,DPS,2027-06-04,2027-06-18,IX,PREMIUM_ECONOMY,4,2,0,0,ROUND_TRIP,USD,63,11,12,3311.29,3311.29
MNL,HKG,2027-02-08,2027-02-25,WN,BUSINESS,1,1,0,1,ROUND_TRIP,USD,376,4,10,1833.28,1833.28
NRT,AMD,2027-07-05,2027-07-10,KL,FIRST,2,0,0,0,ROUND_TRIP,USD,377,7,13,21241.54,21241.54
CGK,JFK,2027-01-08,2027-02-02,EY,ECONOMY,3,0,0,2,ROUND_TRIP,USD,353,23,4,4895.73,4895.73
AMD,KWI,2027-05-09,2027-06-05,EY,ECONOMY,3,2,0,1,ROUND_TRIP,USD,584,10,19,2071.77,2071.77
BLR,DPS,2027-03-27,2027-04-15,GF,ECONOMY,1,2,1,1,ROUND_TRIP,USD,676,6,17,4486.23,4486.23
DOH,PNQ,2026-08-17,,QR,BUSINESS,2,0,0,0,ONE_WAY,INR,574,19,4,5794.17,69.53
ORD,AMD,2026-12-18,2027-01-07,WN,ECONOMY,1,1,0,1,ROUND_TRIP,INR,270,0,4,3135.01,37.62
BKK,AMS,2026-12-20,2027-01-10,SQ,ECONOMY,1,0,0,0,ROUND_TRIP,USD,522,8,16,4327.37,4327.37
ZRH,FCO,2027-04-30,,AI,ECONOMY,1,2,1,0,ONE_WAY,AUD,109,16,17,1396.35,907.63
MCT,AMS,2026-12-10,2026-12-29,UA,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,INR,508,10,18,2989.95,35.88
ICN,AMS,2026-09-18,2026-10-02,LX,ECONOMY,4,0,0,0,ROUND_TRIP,INR,320,13,18,3598.71,43.18
MAD,AMD,2027-07-28,2027-08-15,BA,BUSINESS,2,0,0,1,ROUND_TRIP,USD,583,1,10,13641.86,13641.86
MCT,CDG,2027-01-31,2027-02-13,SG,ECONOMY,1,0,0,2,ROUND_TRIP,USD,453,23,6,1376.07,1376.07
BOM,FRA,2027-04-09,,LX,ECONOMY,2,0,0,0,ONE_WAY,USD,155,0,2,2097.21,2097.21
MCT,BOM,2026-10-19,,KL,ECONOMY,1,0,1,0,ONE_WAY,USD,297,1,5,923.46,923.46
AUH,AMD,2026-12-16,,AF,ECONOMY,1,0,0,2,ONE_WAY,AUD,700,4,15,2058.71,1338.16
BLR,BKK,2027-03-27,2027-04-18,BA,BUSINESS,1,1,0,2,ROUND_TRIP,GBP,624,20,6,12109.1,15378.56
DXB,BOM,2027-06-19,2027-06-22,IB,FIRST,1,0,0,1,ROUND_TRIP,INR,352,7,12,9934.56,119.21
DEL,SYD,2026-12-26,2027-01-06,UK,ECONOMY,3,0,0,2,ROUND_TRIP,INR,505,10,18,3597.37,43.17
ZRH,KUL,2027-01-22,,GA,PREMIUM_ECONOMY,2,0,1,0,ONE_WAY,USD,334,8,13,3002.91,3002.91
CCU,DFW,2027-03-03,,MH,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,INR,614,20,6,688.52,8.26
ZRH,CDG,2027-07-02,,6E,BUSINESS,1,0,0,0,ONE_WAY,USD,495,17,1,776.44,776.44
MEL,MAA,2027-01-11,,WY,BUSINESS,1,0,1,0,ONE_WAY,EUR,86,1,2,906.37,978.88
MAD,SIN,2027-03-27,,WY,BUSINESS,2,0,0,1,ONE_WAY,EUR,646,11,21,6920.18,7473.79
SYD,AUH,2027-06-18,,GF,ECONOMY,1,2,0,1,ONE_WAY,EUR,460,10,17,3442.02,3717.38
CCU,AMD,2027-05-26,2027-06-19,AA,ECONOMY,3,0,0,0,ROUND_TRIP,USD,429,3,10,5392.33,5392.33
FCO,CDG,2027-03-23,,UK,ECONOMY,4,0,0,0,ONE_WAY,AED,503,21,5,883.99,240.45
CGK,MNL,2026-12-09,2027-01-05,PR,FIRST,3,1,0,0,ROUND_TRIP,AED,405,5,11,46939.28,12767.48
MIA,MNL,2027-03-16,,6E,ECONOMY,1,0,0,0,ONE_WAY,USD,646,9,19,1236.4,1236.4
HKG,KWI,2026-12-15,,WY,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,GBP,772,14,2,882.92,1121.31
AMS,HKG,2026-12-28,2027-01-26,MH,ECONOMY,1,1,1,0,ROUND_TRIP,INR,650,9,19,5293.25,63.52
MEL,FCO,2026-12-12,2027-01-09,AI,BUSINESS,1,1,0,2,ROUND_TRIP,USD,692,18,5,13467.06,13467.06
